instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_daily
13074,2012-07-03,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,6660
13075,2012-07-03,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,19,152,171,6660
13076,2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,7403
13077,2012-07-04,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123,7403
13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,7403
13079,2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,7403
13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,7403
13081,2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19,7403
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32,7403
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72,7403
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,7403
13085,2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,90,203,293,7403
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447,7403
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,7403
13088,2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,7403
13089,2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499,7403
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,7403
13091,2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,7403
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,7403
13093,2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,7403
13094,2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,7403
13095,2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432,7403
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551,7403
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584,7403
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,7403
13099,2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,7403
13100,2012-07-05,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,6241
13101,2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,6241
13102,2012-07-05,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,6241
13103,2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,6241
13104,2012-07-05,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,6241
13105,2012-07-05,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,6241
13106,2012-07-05,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,6241
13107,2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343,6241
13108,2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,6241
13109,2012-07-05,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,6241
13110,2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,6241
13111,2012-07-05,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,6241
13112,2012-07-05,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,6241
13113,2012-07-05,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,6241
13114,2012-07-05,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,6241
13115,2012-07-05,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,6241
13116,2012-07-05,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,6241
13117,2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,6241
13118,2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,6241
13119,2012-07-05,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,6241
13120,2012-07-05,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,6241
13121,2012-07-05,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,6241
13122,2012-07-05,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,6241
13123,2012-07-05,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,6241
13124,2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,6207
13125,2012-07-06,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,6207
13126,2012-07-06,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,6207
13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,6207
13128,2012-07-06,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,6207
13129,2012-07-06,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,6207
13130,2012-07-06,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,6207
13131,2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,6207
13132,2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,6207
13133,2012-07-06,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,6207
13134,2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,6207
13135,2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,6207
13136,2012-07-06,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,6207
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,6207
13138,2012-07-06,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,6207
13139,2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,6207
13140,2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,6207
13141,2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,6207
13142,2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,6207
13143,2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,6207
13144,2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,6207
13145,2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,6207
13146,2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,6207
13147,2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,6207
13148,2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,4840
13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,4840
13150,2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,4840
13151,2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,4840
13152,2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,4840
13153,2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,4840
13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,4840
13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,4840
13156,2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,4840
13157,2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,4840
13158,2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,4840
13159,2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,4840
13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,4840
13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,4840
13162,2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,4840
13163,2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,4840
13164,2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,4840
13165,2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,4840
13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,4840
13167,2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,4840
13168,2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,4840
13169,2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,4840
13170,2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,4840
13171,2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,4840
13172,2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,4672
13173,2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,4672
13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,4672
13175,2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,4672
13176,2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,4672
13177,2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,4672
13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,4672
13179,2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,19,33,52,4672
13180,2012-07-08,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,4672
13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,4672
13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,4672
13183,2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,4672
13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,4672
13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,4672
13186,2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,4672
13187,2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,4672
13188,2012-07-08,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,4672
13189,2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,4672
13190,2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,4672
13191,2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,4672
13192,2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,4672
13193,2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,4672
13194,2012-07-08,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,4672
13195,2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,4672
13196,2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,6569
13197,2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,6569
13198,2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,6569
13199,2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,6569
13200,2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,6569
13201,2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,6569
13202,2012-07-09,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,6569
13203,2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,6569
13204,2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,6569
13205,2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,6569
13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,6569
13207,2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,6569
13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,6569
13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,6569
13210,2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,6569
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,6569
13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,6569
13213,2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,6569
13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,6569
13215,2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,6569
13216,2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,6569
13217,2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,6569
13218,2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,6569
13219,2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,6569
13220,2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,6290
13221,2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,6290
13222,2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,6290
13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,6290
13224,2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,6290
13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,6290
13226,2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,6290
13227,2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,6290
13228,2012-07-10,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,6290
13229,2012-07-10,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,6290
13230,2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,6290
13231,2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,6290
13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,6290
13233,2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,6290
13234,2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,6290
13235,2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,6290
13236,2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,6290
13237,2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,6290
13238,2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,6290
13239,2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,6290
13240,2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,6290
13241,2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,6290
13242,2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,6290
13243,2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,6290
13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,7264
13245,2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,7264
13246,2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,7264
13247,2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5,7264
13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7,7264
13249,2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41,7264
13250,2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185,7264
13251,2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497,7264
13252,2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674,7264
13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328,7264
13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,7264
13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,7264
13256,2012-07-11,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,69,223,292,7264
13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,7264
13258,2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241,7264
13259,2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276,7264
13260,2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,53,358,411,7264
13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830,7264
13262,2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814,7264
13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633,7264
13264,2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483,7264
13265,2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391,7264
13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244,7264
13267,2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152,7264
13268,2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56,7446
13269,2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21,7446
13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9,7446
13271,2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10,7446
13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5,7446
13273,2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44,7446
13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178,7446
13275,2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512,7446
13276,2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702,7446
13277,2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327,7446
13278,2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214,7446
13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215,7446
13280,2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292,7446
13281,2012-07-12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,52,225,277,7446
13282,2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209,7446
13283,2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,63,208,271,7446
13284,2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,69,370,439,7446
13285,2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795,7446
13286,2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825,7446
13287,2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629,7446
13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514,7446
13289,2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373,7446
13290,2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318,7446
13291,2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211,7446
13292,2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95,7499
13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59,7499
13294,2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17,7499
13295,2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9,7499
13296,2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11,7499
13297,2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34,7499
13298,2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127,7499
13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380,7499
13300,2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713,7499
13301,2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414,7499
13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268,7499
13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288,7499
13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379,7499
13305,2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374,7499
13306,2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369,7499
13307,2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353,7499
13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492,7499
13309,2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835,7499
13310,2012-07-13,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,108,523,631,7499
13311,2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488,7499
13312,2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389,7499
13313,2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299,7499
13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263,7499
13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212,7499
13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191,6969
13317,2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118,6969
13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101,6969
13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40,6969
13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9,6969
13321,2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5,6969
13322,2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35,6969
13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48,6969
13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151,6969
13325,2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,82,200,282,6969
13326,2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401,6969
13327,2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439,6969
13328,2012-07-14,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,181,318,499,6969
13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591,6969
13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632,6969
13331,2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560,6969
13332,2012-07-14,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,226,340,566,6969
13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458,6969
13334,2012-07-14,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,108,243,351,6969
13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431,6969
13336,2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356,6969
13337,2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269,6969
